0x2100: INIDISP
0x85a3bf: Sprite_Lanmolas_Hiding
0x85a3d6: kLanmola_RandB
0x85a3de: kLanmola_RandC
0x85a3e6: Sprite_Lanmolas_BurrowingUp
0x85a42f: kLanmola_ZVel
0x85a431: Sprite_Lanmolas_LeapFromSand
0x85a4cb: Sprite_Lanmolas_WiggleInAir
0x85a4f2: Sprite_Lanmolas_BurrowDown
0x85a515: kMult8
0x85a51d: Ancilla_SpawnFallingPrize
0x85a529: Sprite_Lanmolas_Exploding
0x85a5da: kLanmola_Mult64
0x85a5de: kLanmola_ObjOffs
0x85a5e0: kLanmola_ObjStep
0x85a5e2: kLanmola_Draw_Char1
0x85a5f2: kLanmola_Draw_Char0
0x85a602: kLanmola_Draw_Flags
0x85a612: kLanmola_Draw_X4
0x85a61a: kLanmola_Draw_Y4
0x85a622: kLanmola_Draw_Char4
0x85a62a: kLanmola_Draw_Flags4
0x85a632: kLanmola_Draw_Ext4
0x85a63a: kLanmola_SprOffs
0x85a642: kLanmola_ExtSprOffs
0x85a64a: Lanmola_Draw
0x85a864: kLanmola_Draw_Char2
0x85a86a: kLanmola_Draw_Flags2
0x85a870: kLanmola_Draw_Idx2
0x85a880: kSpriteRat_Tab0
0x85a890: kSpriteRat_Tab1
0x85a8a0: kSpriteRat_Tab2
0x85a8a8: kSpriteRat_Tab4
0x85a8b0: Sprite_6D_Rat
0x85a90b: kSpriteRat_Xvel
0x85a90f: kSpriteRat_Yvel
0x85a913: kSpriteRat_Tab3
0x85a917: Rat_Moving
0x85a95b: kSpriteRope_Gfx
0x85a963: kSpriteRope_Flags
0x85a96b: kSpriteRope_Tab1
0x85a973: Sprite_6E_Rope
0x85aa30: kSpriteRope_Xvel
0x85aa38: kSpriteRope_Yvel
0x85aa40: kSpriteRope_Tab0
0x85aa44: Rope_Moving
0x85aa87: kSpriteKeese_Tab0
0x85aa8b: Sprite_6F_Keese
0x85aae2: kSpriteKeese_Tab1
0x85aae4: kSpriteKeese_Tab2
0x85aaf4: kSpriteKeese_Tab3
0x85ab04: Keese_Agitated
0x85ab54: Sprite_Cannonball
0x85ab93: Sprite_CheckDamageToAndFromLink
0x85ab9c: Sprite_SpawnPoofGarnish
0x85abe4: Sprite_6B_Cannonball
0x85ac34: CannonGuard_FaceLink
0x85ac52: CannonGuard_Charge
0x85ac7b: CannonTrooper_SpawnCannonBall_UNUSED
0x85acf2: CannonGuard_Fire
0x85ad12: CannonGuard_Recoil
0x85ad28: CannonGuard_Recover
0x85aef9: SpriteDraw_CannonGuard
0x85af71: kSprite_WarpVortex_Flags
0x85af75: Sprite_6C_MirrorPortal
0x85b019: kChainBallTrooper_Tab1
0x85b01b: Sprite_6A_BallNChain
0x85b07d: BallNChain_Approach
0x85b0ab: BallNChain_Animate
0x85b0c7: kFlailTrooperGfx
0x85b0e7: BallNChain_Steady
0x85b0f8: kFlailTrooperAttackDir
0x85b0fc: BallNChain_SpinFlail
0x85b12e: BallNChain_SlowFlail
0x85b144: Sprite_ChainBallTrooper_Draw
0x85b156: kChainBallTrooperHead_Char
0x85b15a: kChainBallTrooperHead_Flags
0x85b15e: SpriteDraw_BNCHead
0x85b160: SpriteDraw_GuardHead
0x85b1a3: kFlailTrooperBody_X
0x85b233: kFlailTrooperBody_Y
0x85b2c3: kFlailTrooperBody_Char
0x85b30b: kFlailTrooperBody_Flags
0x85b353: kFlailTrooperBody_Ext
0x85b39b: kFlailTrooperBody_Num
0x85b3b3: kFlailTrooperBody_SprOffs
0x85b3cb: SpriteDraw_BNCBody
0x85b3cd: SpriteDraw_GuardBody
0x85b440: kFlailTrooperWeapon_Tab0
0x85b460: kFlailTrooperWeapon_Tab1
0x85b464: kFlailTrooperWeapon_Tab2
0x85b468: SpriteDraw_BNCFlail
0x85b5ba: kFlailTrooperWeapon_Tab4
0x85b5be: NOP4
0x85b5c3: SpriteModule_Active
0x85b5cb: kSoldier_DirectionLockSettings
0x85b5cf: kSoldier_Gfx
0x85b5d3: SpriteActive2_Main
0x85b5e8: kSpriteActive2Trampoline
0x85b648: Sprite_50_Cannonball
0x85b688: kMetalBallLarge_X
0x85b690: kMetalBallLarge_Y
0x85b698: kMetalBallLarge_Char
0x85b6a0: kMetalBallLarge_Flags
0x85b6a4: SpriteDraw_BigCannonball
0x85b703: Sprite_51_ArmosStatue
0x85b7df: kArmos_Dmd
0x85b7ef: Armos_Draw
0x85b80a: Sprite_4E_Popo
0x85b88d: Sprite_CheckTileCollision
0x85b892: kBot_Gfx
0x85b896: kBot_OamFlags
0x85b89a: Bot_Draw
0x85b8b3: Sprite_4C_Geldman
0x85b8ea: Geldman_Hiding
0x85b90b: Geldman_WaitForLink
0x85b93f: Geldman_Ambush
0x85b95d: kGerudoMan_EmergeGfx
0x85b965: kGerudoMan_PursueGfx
0x85b967: kGerudoMan_SubmergeGfx
0x85b96c: Geldman_Chase
0x85b98f: Geldman_Retreat
0x85b9a6: kGerudoMan_Draw_X
0x85b9ca: kGerudoMan_Draw_Y
0x85b9ee: kGerudoMan_Draw_Char
0x85ba00: kGerudoMan_Draw_Flags
0x85ba12: kGerudoMan_Draw_Ext
0x85ba24: GerudoMan_Draw
0x85ba85: Sprite_4D_Toppo
0x85bab6: kToppo_XOffs
0x85babe: kToppo_YOffs
0x85bac6: Toppo_Hiding
0x85bb01: Toppo_RustleGrass
0x85bb1a: Toppo_PokingOut
0x85bb30: Toppo_Leaping
0x85bb53: Toppo_Retreat
0x85bb6d: Toppo_Flustered_bounce
0x85bb72: Toppo_VerifyTile
0x85bb96: kToppo_Draw_X
0x85bbb4: kToppo_Draw_Y
0x85bbd2: kToppo_Draw_Char
0x85bbe1: kToppo_Draw_Flags
0x85bbf0: kToppo_Draw_Ext
0x85bbff: Toppo_Draw
0x85bc8a: kSprite_Recruit_Xvel
0x85bc92: kSprite_Recruit_Yvel
0x85bc9a: kSprite_Recruit_Gfx
0x85bca2: Sprite_4B_GreenKnifeGuard
0x85bd16: kRecruit_Moving_HeadDir
0x85bd1e: GreenKnifeGuard_Moving
0x85bd52: ZoraAndGuardAdvanceAnimation
0x85bd5e: kRecruit_Draw_X
0x85bd6e: kRecruit_Draw_Char
0x85bd76: kRecruit_Draw_Flags
0x85bd7e: Recruit_Draw
0x85be0a: Sprite_4A_BombGuard
0x85be49: SpriteBomb_CheckDamageToSprite
0x85bed3: SpriteBomb_ExplosionIncoming
0x85bf51: BombGuard
0x85bfb1: kBombTrooperBomb_X
0x85bfb9: kBombTrooperBomb_Y
0x85bfc1: BombGuard_CreateBomb
0x85c03b: kBombTrooperBomb_Zvel
0x85c04b: BombTrooper_Draw
0x85c069: kBombTrooper_DrawArm_X
0x85c079: kBombTrooper_DrawArm_Y
0x85c089: SpriteDraw_BombGuard_Arm
0x85c0d3: kEnemyBombExplosion_X
0x85c0e3: kEnemyBombExplosion_Y
0x85c0f3: kEnemyBombExplosion_Char
0x85c103: kEnemyBombExplosion_Flags
0x85c113: SpriteDraw_SpriteBombExplosion
0x85c155: Sprite_41_BlueGuard
0x85c15d: Probe
0x85c227: Guard_Main
0x85c2d0: kSoldier_Delay
0x85c2d4: Guard_Idle
0x85c32b: Guard_SetGlanceTo12
0x85c331: kSoldier_Xvel
0x85c335: kSoldier_Yvel
0x85c339: kSoldier_Gfx2
0x85c359: kSoldierB_Xvel
0x85c361: kSoldierB_Yvel
0x85c369: kSoldierB_Xvel2
0x85c371: kSoldierB_Yvel2
0x85c379: kSoldierB_Dir
0x85c381: kSoldierB_Mask2
0x85c389: kSoldierB_Mask
0x85c391: kSoldierB_NextB2
0x85c399: kSoldierB_NextB
0x85c3a1: Guard_ShootProbeAndStuff
0x85c403: Guard_OnPatrol
0x85c454: Guard_TickAndUpdateBody
0x85c470: kSoldier_HeadDirs
0x85c490: Guard_Surveying
0x85c4c1: Guard_InPursuit
0x85c4d7: Guard_SetTimerAndAssertTileHitBox
0x85c4e8: Guard_FallingToDeath
0x85c4f9: Sprite_ZeroVelocity_
0x85c500: Soldier_Func12
0x85c535: Guard_TickTwiceAndUpdateBody
0x85c53c: kSoldier_SetTowardsVel
0x85c542: Guard_ApplySpeedInDirection
0x85c566: kAlways16
0x85c56a: kAlways18
0x85c56e: kSpawnProbe_Xvel
0x85c5ae: kSpawnProbe_Yvel
0x85c5ee: kSprite_SpawnProbeStaggered_Tab
0x85c5f2: Sprite_Guard_SendOutProbe
0x85c612: Sprite_SpawnProbeAlways
0x85c66e: Sprite_SpawnProbeAlways_
0x85c676: Soldier_Draw_
0x85c680: Guard_HandleAllAnimation
0x85c68c: Soldier_DrawShadow
0x85c69e: kSoldier_DrawShadow
0x85c6a2: kSoldier_Draw1_Char
0x85c6a6: kSoldier_Draw1_Flags
0x85c6aa: kSoldier_Draw1_Yd
0x85c6de: Guard_AnimateHead
0x85c6e0: Soldier_Draw1Ex
0x85c72d: kSoldier_Draw2_Xd
0x85c7fd: kSoldier_Draw2_Yd
0x85c8cd: kSoldier_Draw2_Char
0x85c935: kSoldier_Draw2_Flags
0x85c99d: kSoldier_Draw2_Ext
0x85ca05: kSoldier_Draw2_OamIdx
0x85ca09: Guard_AnimateBody
0x85ca10: Soldier_Draw2Ex
0x85cab8: kSoldier_Draw3_Xd
0x85caf0: kSoldier_Draw3_Yd
0x85cb28: kSoldier_Draw3_Char
0x85cb44: kSoldier_Draw3_Flags
0x85cb60: kSoldier_Draw3_OamIdx
0x85cb64: Guard_AnimateWeapon
0x85cbe0: Sprite_45_UsainBolt
0x85cc3c: BoltGuard_TriggerChaseTheme
0x85cc65: Sprite_44_BluesainBolt
0x85ccd5: PsychoTrooper_Draw
0x85cce8: kSolderThrowing_Draw_X
0x85cd08: kSolderThrowing_Draw_Y
0x85cd28: kSolderThrowing_Draw_Char
0x85cd38: kSolderThrowing_Draw_Flags
0x85cd48: SpriteDraw_GuardSpear_Fresh
0x85cd4a: SpriteDraw_GuardSpear_PreserveOamOffset
0x85cd4f: SpriteDraw_GuardSpear_Bolt
0x85cd54: SpriteDraw_GuardSpear
0x85cdd4: Sprite_Guard_MoveIfNoTileCollision
0x85cddd: kJavelinTrooper_Gfx
0x85cde1: Sprite_48_RedJavelinGuard
0x85cdff: Sprite_46_BlueArcher
0x85ce23: SoldierThrowing_Common
0x85ce74: Archer_Hiding
0x85ceaa: Archer_Walking
0x85cee2: agitated_jump_to
0x85cf13: Archer_Scanning
0x85cf44: Archer_NoticeSenpai
0x85cf61: kSolderThrowing_Xd
0x85cf71: kSolderThrowing_Yd
0x85cf81: kSolderThrowing_DirFlags
0x85cf85: Archer_Agitated
0x85d001: kJavelinTrooper_Tab2
0x85d041: kSoldier_Tab1
0x85d045: Archer_Attack
0x85d08b: kJavelinProjectile_X
0x85d09b: kJavelinProjectile_Y
0x85d0ab: kJavelinProjectile_Xvel
0x85d0b1: kJavelinProjectile_Yvel
0x85d0c1: kJavelinProjectile_Flags4
0x85d0c5: Guard_LaunchProjectile
0x85d141: BushJavelinSoldier_Draw
0x85d192: JavelinTrooper_Draw
0x85d1ac: Sprite_49_RedBushGuard
0x85d1bf: Sprite_47_GreenBushGuard
0x85d1d3: Sprite_BushGuard_Main
0x85d1f5: Sprite_BushGuard_Hiding
0x85d203: kBushSoldier_Gfx
0x85d223: Sprite_BushGuard_Emerging
0x85d252: BushGuard_SpawnFoliage
0x85d277: Sprite_BushGuard_Shoot
0x85d2be: kBushSoldier_Gfx2
0x85d2ce: Sprite_BushGuard_Retreating
0x85d2e9: kBushSoldierCommon_Y
0x85d305: kBushSoldierCommon_Char
0x85d313: kBushSoldierCommon_Flags
0x85d321: BushSoldierCommon_Draw
0x85d381: kArcherSoldier_WeaponOamOffs
0x85d384: kArcherSoldier_HeadOamOffs
0x85d388: kArcherSoldier_BodyOamOffs
0x85d38c: ArcherSoldier_Draw
0x85d3b0: kArcherSoldier_Draw_X
0x85d410: kArcherSoldier_Draw_Y
0x85d470: kArcherSoldier_Draw_Char
0x85d4a0: kArcherSoldier_Draw_Flags
0x85d4d0: kArcherSoldier_Tab1
0x85d4d4: SpriteDraw_Archer_Weapon
0x85d53b: Sprite_TutorialGuardOrBarrier
0x85d543: Sprite_BarrierBounce
0x85d548: kSprite_TutorialEntities_Tab
0x85d54c: Sprite_GuardOrBarrierTest
0x85d5bf: kTutorialSoldier_X
0x85d5e7: kTutorialSoldier_Y
0x85d60f: kTutorialSoldier_Char
0x85d623: kTutorialSoldier_Flags
0x85d637: kTutorialSoldier_Ext
0x85d64b: TutorialSoldier_Draw
0x85d6bc: Sprite_04_PullSwitch
0x85d6d4: PullSwitch_FacingUp
0x85d72f: kBadPullSwitch_Tab1
0x85d738: kBadPullSwitch_Tab0
0x85d743: PullSwitch_HandleUpPulling
0x85d7ca: kBadPullDownSwitch_X
0x85d7d0: kBadPullDownSwitch_Y
0x85d7d6: kBadPullDownSwitch_Char
0x85d7dc: kBadPullDownSwitch_Flags
0x85d7e0: kBadPullDownSwitch_Ext
0x85d7e6: kBadPullSwitch_Tab5
0x85d7ed: kBadPullSwitch_Tab4
0x85d7f9: BadPullDownSwitch_Draw
0x85d856: kBadPullUpSwitch_Tab2
0x85d858: BadPullUpSwitch_Draw
0x85d8b5: PullSwitch_FacingDown
0x85d921: kGoodPullSwitch_Tab1
0x85d92c: kGoodPullSwitch_Tab0
0x85d938: kGoodPullSwitch_YOffs
0x85d945: kGoodPullSwitch_Tab2
0x85d953: GoodPullSwitch_Draw
0x85d999: PullSwitch_HandleDownPulling
0x85da29: SpritePrep_UncleAndPriest
0x85da31: kUncleAndSage_X
0x85da37: kUncleAndSage_Y
0x85da3d: UncleOrPriestPrepCheck
0x85db27: Priest_SpawnMantle
0x85db86: Sprite_73_UncleAndPriest
0x85db8e: Sprite_UncleAndSage
0x85db9b: Sprite_SanctuaryMantle
0x85dbd3: SageMantle_NoPlayerCollision
0x85dbe3: SageMantle_SlidingRight
0x85dc00: Sprite_SanctuaryMantle_AttemptCutscene
0x85dc39: Sprite_SanctuaryMantle_InitializeSlide
0x85dc52: Sprite_SanctuaryMantle_SlideToTheRight
0x85dc6a: kSageMantle_Dmd
0x85dc8a: SageMantle_Draw
0x85dca2: Sprite_TrackBodyToHead
0x85dce6: Sprite_Priest
0x85dd0a: Priest_Dying
0x85dd1f: Priest_LyingOnGround
0x85dd3f: Priest_FinalWords
0x85dd5f: Priest_Die
0x85dd63: Priest_RunRescueCutscene
0x85dde5: Priest_Chillin
0x85de24: kUncle_LeaveHouse_Xvel
0x85de28: kUncle_LeaveHouse_Yvel
0x85de2c: Sprite_Uncle
0x85de3e: Uncle_AtHouse
0x85de52: Uncle_TriggerTelepathy
0x85de72: Uncle_AwakenLink
0x85de9a: Uncle_DeclareCurfew
0x85deb0: kUncle_LeaveHouse_Delay
0x85deb2: kUncle_LeaveHouse_Dir
0x85deb4: Uncle_Embark
0x85def8: Uncle_ApplyTelepathyFollower
0x85df19: Uncle_InPassage
0x85df26: Uncle_LyingInDefeat
0x85df44: Uncle_GrantEquipment
0x85df6c: Sprite_DrawMultiple
0x85df70: Sprite_DrawMultiple_R6
0x85df75: Sprite_DrawMultiplePlayerDeferred
0x85dfe5: Sprite_DrawMultiple_prep_oam_deferred
0x85dfe9: Sprite_DrawMultiple_prep_oam
0x85e00b: Sprite_32_ArguingBros
0x85e013: Sprite_QuarrelBros
0x85e052: Sprite_UNREACHABLE_05E052
0x85e06b: UNREACHABLE_05E06B
0x85e0b6: UNREACHABLE_05E0B6
0x85e0ff: kQuarrelBros_Dmd
0x85e17f: QuarrelBros_Draw
0x85e1a3: kShowMessageFacing_Tab0
0x85e1a7: Sprite_ShowSolicitedMessage
0x85e1f0: Sprite_ShowMessageOnContact
0x85e219: Sprite_ShowMessageUnconditional
0x85e24d: Sprite_33_RupeePull
0x85e255: Sprite_PullForRupees
0x85e28c: Sprite_14_ThievesTownGrate
0x85e294: Sprite_GargoyleGrate
0x85e2ea: Sprite_34_YoungSnitch
0x85e2f2: Sprite_YoungSnitchLady
0x85e2ff: kYoungSnitchLady_Dmd
0x85e37f: YoungSnitchLady_Draw
0x85e3a7: Sprite_35_Innkeeper
0x85e3af: Sprite_InnKeeper
0x85e3cc: kInnKeeper_Dmd
0x85e3dc: InnKeeper_Draw
0x85e3f3: Sprite_36_Witch
0x85e3fb: Sprite_Witch
0x85e453: Witch_GrantByrna
0x85e460: Witch_DiscussThings
0x85e47c: Witch_DiscussMushroom
0x85e4a7: Witch_YouHaveShroom
0x85e4cf: Witch_AcceptShroom
0x85e509: kWitch_DrawDataA
0x85e549: kWitch_DrawDataB
0x85e555: kWitch_DrawDataC
0x85e55d: Witch_Draw
0x85e62b: Sprite_38_EyeStatue
0x85e633: Sprite_ArrowTrigger
0x85e656: UNREACHABLE_05E656
0x85e657: Sprite_Decelerate_X
0x85e666: Sprite_Decelerate_Y
0x85e675: SpritePrep_Snitch
0x85e67d: SpritePrep_Snitches
0x85e69a: Sprite_3D_OldSnitch
0x85e6a2: kOldSnitchLady_Xvel
0x85e6a6: kOldSnitchLady_Yvel
0x85e6aa: Sprite_OldSnitchLady
0x85e706: Snitch_FacePlayer
0x85e716: kOldSnitchLady_Xd
0x85e71a: Snitch_Meander
0x85e78d: Snitch_FreakOut
0x85e831: Snitch_OpenDoor
0x85e887: Snitch_SlamDoor
0x85e88e: SpritePrep_RunningBoy
0x85e896: SpritePrep_RunningMan
0x85e8a2: Sprite_74_RunningBoy
0x85e8aa: kRunningMan_Xvel
0x85e8ae: kRunningMan_Yvel
0x85e8b2: Sprite_RunningMan
0x85e8f5: kRunningMan_Xvel2
0x85e8f7: RunningBoy_Idle
0x85e938: RunningMan_Running
0x85e946: RunningBoy_RunLeft
0x85e965: RunningMan_Relax
0x85e96c: kRunningMan_A
0x85e96f: kRunningMan_Dir
0x85e973: RunningBoy_RunRight
0x85e998: RunningBoy_Caught
0x85e9ac: RunningMan_AnimateAndDust
0x85e9ba: RunningMan_RunAway
0x85e9cd: kRunningMan_Dmd
0x85ea4d: RunningMan_Draw
0x85ea71: Sprite_75_BottleMerchant
0x85ea79: Sprite_BottleVendor
0x85eabe: BottleVendor_SoldOut
0x85eac7: BottleVendor_Idle
0x85eaed: BottleVendor_OfferSale
0x85eb17: BottleVendor_GrantBottle
0x85eb40: BottleVendor_BuyingItem
0x85eb5d: BottleVendor_PayOut
0x85eb87: kBottleVendor_Dmd
0x85eba7: BottleVendor_Draw
0x85ebc7: SpritePrep_ZeldaLong
0x85ebcf: SpritePrep_Zelda
0x85ec4c: Priest_SpawnRescuedPrincess
0x85ec8e: kZelda_Xvel
0x85ec92: kZelda_Yvel
0x85ec96: Sprite_Zelda_
0x85ec9e: Sprite_76_Zelda
0x85ecbf: Zelda_InCell
0x85ecd9: Zelda_WaitingInCell
0x85ecfa: Zelda_ApproachHero
0x85ed20: Zelda_DebaseAgahnim
0x85ed2c: Zelda_VerifyAttentionSpan
0x85ed43: Zelda_BecomeFollower
0x85ed69: Zelda_EnteringSanctuary
0x85ed76: kZelda_Delay0
0x85ed7a: kZelda_Dir0
0x85ed7e: Zelda_EnterSanctuary
0x85edc4: Zelda_TalkHeadOff
0x85edec: Zelda_WellWishes
0x85ee06: kZeldaMsgs
0x85ee0c: Zelda_AtSanctuary
0x85ee4b: SpritePrep_MushroomLong
0x85ee53: SpritePrep_Mushroom
0x85ee70: Sprite_E7_Mushroom
0x85ee78: Sprite_Mushroom
0x85eea6: SpritePrep_FakeMasterSword
0x85eea7: Sprite_E8_FakeMasterSword
0x85eeaf: Sprite_FakeSword
0x85eed6: kFakeSword_Dmd
0x85eee6: FakeSword_Draw
0x85eef9: kHeartPieceMsg
0x85ef01: SpritePrep_HeartContainer
0x85ef09: HeartUpdgrade_CheckIfAlreadyObtained
0x85ef3f: Sprite_EA_HeartContainer
0x85ef47: Sprite_HeartContainer
0x85efc6: HeartContainer_GrantFromSprite
0x85efdc: HeartContainer_Grant
0x85eff7: HeartUpgrade_SetOutdoorAcquiredFlag
0x85f006: kHeartUpgrade_IndoorAcquiredMasks
0x85f008: HeartUpgrade_SetIndoorAcquiredFlag
0x85f018: Sprite_EB_HeartPiece
0x85f020: Sprite_HeartPiece
0x85f0c3: HeartUpgrade_SetObtainedFlag
0x85f0cd: Sprite_16_Elder
0x85f0d5: Sprite_Elder
0x85f0ea: Sprite_Aginah
0x85f14d: Sprite_Sahasrahla
0x85f160: Sasha_Idle
0x85f1dc: out
0x85f1e9: Sasha_GiveQuest
0x85f1fb: Sasha_GiveBoots
0x85f20e: Sasha_PromoteIceRod
0x85f21a: kElder_Dmd
0x85f23a: Elder_Draw
0x85f25a: SpritePrep_MedallionTabletLong
0x85f262: SpritePrep_MedallionTablet
0x85f296: Sprite_F2_MedallionTablet
0x85f29e: Sprite_MedallionTablet
0x85f2a9: kDustCloud_Gfx
0x85f2b2: Sprite_DustCloud
0x85f2d6: Sprite_SpawnDustCloud
0x85f30c: MedallionTablet_Main
0x85f347: kMedallionTabletEtherMsg
0x85f34b: kMedallionTabletMsg
0x85f34f: MedallionTablet_WaitingToBeRead
0x85f355: BombosTablet
0x85f3c4: EtherTablet
0x85f42e: MedallionTablet_WasteTime
0x85f43c: MedallionTablet_Crumble
0x85f463: MedallionTablet_AmCrumbled
0x85f469: Sprite_78_MrsSahasrahla
0x85f471: Sprite_ElderWife
0x85f48a: MrsSahasrahla_Idle
0x85f4b5: MrsSahasrahla_BabbleOn
0x85f4c1: MrsSahasrahla_QuestionSanity
0x85f4db: MrsSahasrahla_FindMyHubby
0x85f4e5: kElderWife_Dmd
0x85f505: ElderWife_Draw
0x85f521: SpritePrep_MagicShopAssistant
0x85f529: SpritePrep_PotionShop
0x85f539: MagicShopAssistant_SpawnPowder
0x85f58e: MagicShopAssistant_SpawnGreenCauldron
0x85f5bf: MagicShopAssistant_SpawnBlueCauldron
0x85f5f0: MagicShopAssistant_SpawnRedCauldron
0x85f62b: Sprite_E9_MagicShopAssistant
0x85f633: Sprite_PotionShop
0x85f644: Sprite_BagOfPowder
0x85f66b: kMagicPowder_Dmd
0x85f67b: MagicPowderItem_Draw
0x85f68e: Sprite_GreenCauldron
0x85f700: kGreenPotionItem_Dmd
0x85f718: GreenPotionItem_Draw
0x85f72b: Sprite_BlueCauldron
0x85f79d: kBluePotionItem_Dmd
0x85f7bd: BluePotionItem_Draw
0x85f7d0: Sprite_RedCauldron
0x85f846: PotionCauldron_GoBeep
0x85f84d: kRedPotionItem_Dmd
0x85f86d: RedPotionItem_Draw
0x85f880: PotionCauldron_CheckBottles
0x85f893: Sprite_MagicShopAssistant_Main
0x85f8fb: kShopkeeper_Dmd
0x85f91b: Shopkeeper_Draw
0x85f93f: Sprite_DirectionToFacePlayer__
0x85f944: Sprite_IsToRightOfPlayer_
0x85f949: Sprite_IsBelowPlayer___
0x85f94e: Sprite_ReturnIfInactive_
0x85f955: Sprite_ReturnIfPaused_
0x85f96b: kSprite2_ReturnIfRecoiling_Masks
0x85f971: Sprite_ReturnIfRecoiling_
0x85f9ed: Sprite_Move_
0x85f9f4: Sprite_MoveX__
0x85fa00: Sprite2_MoveY
0x85fa2e: Sprite_MoveZ_
0x85fa50: Sprite_PrepOamCoordOrDoubleRet__
0x85fa59: Sprite_TutorialGuard_ShowMessageOnContact
0x85fa8e: Sprite_ShowMessageMinimal
0x85faa2: Overworld_ReadTileAttribute
0x85faca: Sprite_3A_MagicBat
0x85fad2: Sprite_MadBatter
0x85faff: MagicBat_Dormant
0x85fb3a: kMadBatter_RisingUp_XAccel
0x85fb3c: MagicBat_Ascend
0x85fb86: kMadBatter_PseudoAttack_OamFlags
0x85fb8e: MagicBat_Attack
0x85fbb9: MagicBat_EnhanceMagic
0x85fbe4: MagicBat_Retreat
0x85fbef: Sprite_3B_BonkItem
0x85fbf7: Sprite_DashItem
0x85fc04: Sprite_BonkKey
0x85fc4e: BonkKey_Undisturbed
0x85fc7e: BonkKey_GrantKey
0x85fc9e: Sprite_BookOfMudora
0x85fce8: BookOfMudora_WaitForBonk
0x85fd1b: BonkItem_KnockedDown
0x85fd2e: BonkItem_Land
0x85fd3a: BookOfMudora_GrantLiterature
0x85fd4d: Sprite_LumberjackTree
0x85fd98: LumberjackTree_WaitForBonk
0x85fdd0: LumberjackTree_ExplodeViolently
0x85fe0b: LumberjackTree_DispersionOfLeaves
0x85fe23: kDashTreeTop_CharFlags
0x85fe43: kDashTreeTop_X
0x85fe53: kDashTreeTop_Y
0x85fe63: kDashTreeTop_Char
0x85fe69: kDashTreeTop_Flags
0x85fe6f: DashTreeTop_Draw
0x85ff39: LumberjackTree_SpawnLeaves
0x85ff5e: Sprite_3C_KidInKak
0x85ff66: Sprite_TroughBoy
0x85ff9f: kTroughBoy_Dmd
0x85ffdf: TroughBoy_Draw
0x868000: BottleMerchant_DetectFish
0x868045: kBottleVendor_FishRewardXv
0x86804a: kBottleVendor_FishRewardYv
0x86804f: kBottleVendor_FishRewardType
0x868054: BottleMerchant_BuyFish
0x86809f: Boomerang_CheatWhenNoOnesLooking
0x8680e6: kApplyRumble_X
0x8680ea: kApplyRumble_Y
0x8680ee: kApplyRumble_Yhi
0x8680f0: kApplyRumble_Xhi
0x8680f4: kApplyRumble_WH
0x8680fa: Prepare_ApplyRumbleToSprites
0x86812d: Sprite_SpawnImmediatelySmashedTerrain
0x86814b: Sprite_SpawnThrowableTerrain
0x868156: Sprite_SpawnThrowableTerrain_silently
0x8681f4: kSpawnSecretItems
0x86820a: kSpawnSecretItem_SpawnFlag
0x868220: kSpawnSecretItem_XLo
0x868236: kSpawnSecretItem_IgnoreProj
0x86824c: kSpawnSecretItem_ZVel
0x868264: Sprite_SpawnSecret
0x868328: Sprite_Main
0x8683c2: EasterEgg_BageCodeTrampoline
0x8683c7: kOam_ResetRegionBases
0x8683d3: Oam_ResetRegionBases
0x8683e6: Utility_CheckIfHitBoxesOverlap_
0x8683ea: Sprite_SetupHitBox_
0x8683f2: Sprite_TimersAndOam
0x8684b9: kSpritePrios
0x8684bd: Sprite_Get_16_bit_Coords_
0x8684c1: Sprite_Get16BitCoords
0x8684da: Sprite_ExecuteSingle_
0x8684e2: Sprite_ExecuteSingle
0x86850f: SpritePrep_ThrowableScenery
0x868510: Sprite_inactiveSprite
0x868526: SpriteActive_Main_
0x86852e: SpriteModule_Fall1
0x868543: SpriteBurn_Main_
0x868548: SpriteExplode_Main_
0x86854d: kSpriteDrown_Dmd
0x86858d: kSpriteDrown_Oam_Flags
0x868591: kSpriteDrown_Oam_Char
0x86859c: SpriteModule_Drown
0x86864d: SpriteModule_Initialize
0x868841: SpritePrep_Mantle
0x86884a: SpritePrep_MoveRight_8px
0x868854: SpritePrep_MedallionTablet_bounce
0x868859: SpritePrep_Switch
0x86886d: SpritePrep_SwitchFacingUp
0x86886e: SpritePrep_Snitch_bounce_1
0x868873: SpritePrep_DoNothingA
0x868874: kSpriteRat_BumpDamage
0x868876: kSpriteRat_Health
0x868878: SpritePrep_Rat
0x868888: kSpriteKeese_BumpDamage
0x86888a: kSpriteKeese_Health
0x86888c: kSpriteKeese_Flags5
0x86888e: SpritePrep_Keese
0x8688a4: kSpriteRope_BumpDamage
0x8688a6: kSpriteRope_Health
0x8688a8: kSpriteRope_Flags5
0x8688aa: SpritePrep_Rope
0x8688c0: SpritePrep_Swamola
0x8688c7: SpritePrep_Blind
0x8688cf: SpritePrep_Ganon
0x8688d7: kHokbok_InitXvel
0x8688db: kHokbok_InitYvel
0x8688df: SpritePrep_Pokey
0x8688fd: SpritePrep_MiniVitreous
0x868901: SpritePrep_Gibo
0x86890c: kSprite_Octoballoon_Delay
0x868910: SpritePrep_Octoballoon
0x86891b: SpritePrep_AgahnimsBarrier
0x86892c: SpritePrep_Catfish
0x86893b: SpritePrep_CutsceneAgahnim
