Vector_RESET Interrupt_Reset
EndSequence_0 Credits_LoadNextScene_Overworld
EndSequence_2 Credits_LoadNextScene_Dungeon
EndSequence_ResetSprites Credits_PrepAndLoadSprites
EndSequence_1 Credits_ScrollScene_Overworld
EndSequence_3 Credits_ScrollScene_Dungeon
EndSequence_1_3_Common Credits_HandleSceneFade
Ending_InitSprites_6 Credits_LoadSprites_Zora
Ending_InitSprites_10 Credits_LoadSprites_Venus
EndSequence1_Case0 Credits_SpriteDraw_Castle
EndSequence1_Case4 Credits_SpriteDraw_Hera
EndSequence1_Case2 Credits_SpriteDraw_Kakariko1
EndSequence1_Case5 Credits_SpriteDraw_House
EndSequence1_Case13 Credits_SpriteDraw_DeathMountain
EndSequence1_Case8 Credits_SpriteDraw_Lumberjacks
EndSequence1_Case10 Credits_SpriteDraw_Venus
EndSequence1_Case12 Credits_SpriteDraw_Kakariko2
EndSequence_DrawShadow Credits_SpriteDraw_DrawShadow
Ending_Func2_0x30 Credits_SpriteDraw_AnimateRunningKidAndLocksmith
Ending_Func4_8 Credits_SpriteDraw_ActivateAndRunSprite_allocate8
Ending_Func4 Credits_SpriteDraw_ActivateAndRunSprite
EndSequence_CallMainFunc_8 Credits_SpriteDraw_PreexistingSpriteDraw_eight
EndSequence_CallMainFunc Credits_SpriteDraw_PreexistingSpriteDraw
EndSequence_DrawStuff Credits_SpriteDraw_Single
EndSequence1_Case6 Credits_SpriteDraw_Zora
EndSequence1_Case11 Credits_SpriteDraw_Smithy
sub_8EA8C8 Credits_SpriteDraw_DrawSmithSpark
EndSequence1_Case3 Credits_SpriteDraw_Desert
EndSequence1_Case1 Credits_SpriteDraw_Sanctuary
EndSequence1_Case7 Credits_SpriteDraw_Witch
EndSequence1_Case9 Credits_SpriteDraw_Grove
EndSequence1_Case14 Credits_SpriteDraw_LostWoods
EndSequence_SetFlags2 Credits_SpriteDraw_SetShadowProp
Ending_Func3 Credits_SpriteDraw_AddSparkle
EndSequence1_Case15 Credits_SpriteDraw_Pedestal
Ending_Func6 Credits_SpriteDraw_WalkLinkAwayFromPedestal
Ending_Func5 Credits_SpriteDraw_MoveSquirrel
Ending_MoveSprite_Func1 Credits_SpriteDraw_CirclingBirds
EndSequence1_ScrollMap Credits_HandleCameraScrollControl
EndSequence1_ScrollMap_Inner Credits_SingleCameraScrollControl
Ending_Func11 Credits_FadeOutFixedCol
EndSequence_34 Credits_FadeColorAndBeginAnimating
Ending_DrawCredits Credits_AddNextAttribution
EndSequence0and2_CopyToVram Credits_AddEndingSequenceText
EndSequence_33 Credits_BrightenTriangles
EndSequence_35 Credits_StopCreditsScroll
EndSequence_36 Credits_FadeAndDisperseTriangles
EndSequence_37 Credits_FadeInTheEnd
EndSequence_38 Credits_HangForever
Messaging_Text RenderText
Text_PostDeathSaveOptions RenderText_PostDeathSaveOptions
Text_Command RenderText_ExtendedCommand
Text_IgnoreCommand RenderText_ExtendedCommand_IgnoreCommand
Text_IgnoreParamCommand RenderText_ExtendedCommand_IgnoreParameter
Text_SetWindowType RenderText_ExtendedCommand_SetWindowType
Text_SetWindowPos RenderText_ExtendedCommand_SetWindowPosition
Text_DrawBorder RenderText_Draw_Border
Text_DrawBorderIncremenal RenderText_Draw_BorderIncremental
Text_DrawFirstBorderRow RenderText_Draw_BorderIncremental_Top
Text_DrawMiddleBorderRow RenderText_Draw_BorderIncremental_Middle
Text_DrawBottomBorderRow RenderText_Draw_BorderIncremental_Bottom
Text_CharacterTilemap RenderText_Draw_CharacterTilemap
Text_MessageHandler RenderText_Draw_MessageCharacters
VWF_CharacterOrCommand RenderText_Draw_HandleNext
Text_Close RenderText_Draw_Finish
VWF_Render RenderText_Draw_RenderCharacter
VWF_RenderRecursive RenderText_Draw_RenderCharacter_All
sub_8ECCF9 RenderText_Draw_RenderCharacter_ReduceSpeed
VWF_NextPicture RenderText_Draw_NextImage
VWF_Select2Or3_Indented RenderText_Draw_Choose2LowOr3
VWF_SelectItem RenderText_Draw_ChooseItem
VWF_SelectPrevItem RenderText_FindYItem_Previous
VWF_SelectNextItem RenderText_FindYItem_Next
VWF_ChangeItemTiles RenderText_DrawSelectedYItem
VWF_IgnoreCommand RenderText_Draw_Ignore
VWF_Choose3 RenderText_Draw_Choose3
VWF_Choose1Or2 RenderText_Draw_Choose1Or2
VWF_Scroll RenderText_Draw_Scroll
VWF_SetPalette RenderText_Draw_SetColor
VWF_Wait RenderText_Draw_Wait
VWF_WaitLoop_initCounter RenderText_Draw_Wait_Init
VWF_EndWait RenderText_Draw_Wait_End
VWF_PlaySound RenderText_Draw_PlaySfx
VWF_SetSpeed RenderText_Draw_SetSpeed
VWF_Command7B RenderText_Draw_Command7B
VWF_Command7C RenderText_Draw_ABunchOfSpaces
VWF_ClearBuffer RenderText_Draw_EmptyBuffer
VWF_WaitKey RenderText_Draw_PauseForInput
VWF_EndMessage RenderText_Draw_Terminate
Text_SetDefaultWindowPos RenderText_SetDefaultWindowPosition
Text_InitBorderOffsets RenderText_DrawBorderInitialize
Text_DrawBorderRow RenderText_DrawBorderRow
Text_DrawCharacterTilemap RenderText_Refresh
Sprite_WaterfallLong Sprite_37_Waterfall
Waterfall_Main Waterfall
Sprite_RetreatBat Sprite_BatCrash
RetreatBat_State0 BatCrash_Approach
RetreatBat_State1 BatCrash_Ascend
RetreatBat_State2 BatCrash_DiveBomb
RetreatBat_FinishUp BatCrash_StallTheInevitable
GanonEmerges_SpawnRetreatBat Sprite_SpawnBatCrashCutscene
RetreatBat_DrawSomethingElse BatCrash_DrawHardcodedGarbage
RetreatBat_SpawnPyramidDebris BatCrash_SpawnDebris
Cukeman_Unused UNREACHABLE_1AF9E6
RunningMan_SpawnDashDustGarnish RunningBoy_SpawnDustGarnish
Sprite_MovableMantle Sprite_EE_CastleMantle
Mothula_Draw_0 SpriteDraw_Mothula
BottleVendor_PayForGoodBee BottleMerchant_BuyBee
Item_Hammer_SpawnWater SpawnHammerWaterSplash
Overworld_Hole Overworld_GetPitDestination
Overworld_Entrance Overworld_UseEntrance
ToolAndTileInteraction HandleItemTileAction_Overworld
Overworld_HammerSfx Overworld_PickHammerSfx
Overworld_LiftableTiles Overworld_HandleLiftableTiles
Overworld_HandleBigRock SmashRockPile_fromLift
Overworld_ApplyBombToTiles Overworld_BombTiles32x32
Overworld_ApplyBombToTile Overworld_BombTile
Overworld_AlterGargoyleEntrance OpenGargoylesDomain
Overworld_CreatePyramidHole CreatePyramidHole
Overworld_RevealSecret_CheckPowder AdjustSecretForPowder
Overworld_DrawPersistentMap16 Overworld_DrawMap16_Persist
Overworld_DrawMap16_Alt Overworld_AlterTileHardcore
RemapTileAddrToVram Overworld_FindMap16VRAMAddress
Overworld_DrawWarpTile Overworld_CreateTRPortal
Overworld_PlayEntranceSequence Overworld_AnimateEntrance
DarkPalaceEntrance_Main Overworld_AnimateEntrance_PoD
Overworld_EntranceSequence_Func0_0 AnimateEntrance_PoD_step1
Overworld_EntranceSequence_Func0_1 AnimateEntrance_PoD_step2
Overworld_EntranceSequence_Func0_2 AnimateEntrance_PoD_step3
Overworld_EntranceSequence_Func0_3 AnimateEntrance_PoD_step4
Overworld_EntranceSequence_Func0_4 AnimateEntrance_PoD_step5
Overworld_EntranceSequence_Func1 Overworld_AnimateEntrance_Skull
Overworld_EntranceSequence_Func1_0 AnimateEntrance_Skull_step1
Overworld_EntranceSequence_Func1_1 AnimateEntrance_Skull_step2
Overworld_EntranceSequence_Func1_2 AnimateEntrance_Skull_step3
Overworld_EntranceSequence_Func1_3 AnimateEntrance_Skull_step4
Overworld_EntranceSequence_Func1_4 AnimateEntrance_Skull_step5
MiseryMireEntrance_Main Overworld_AnimateEntrance_Mire
MiseryMireEntrance_Main_Case0 AnimateEntrance_Mire_step1
MiseryMireEntrance_Main_Case12 AnimateEntrance_Mire_step2
MiseryMireEntrance_Main_Case3 AnimateEntrance_Mire_step3
MiseryMireEntrance_Main_Case4 AnimateEntrance_Mire_step4
MiseryMireEntrance_Main_Case5 AnimateEntrance_Mire_step5
TurtleRockEntrance_Main Overworld_AnimateEntrance_TurtleRock
Overworld_EntranceSequence_Func3_0 AnimateEntrance_TurtleRock_step1
Overworld_EntranceSequence_Func3_4 AnimateEntrance_TurtleRock_step5
Overworld_EntranceSequence_Func3_5 AnimateEntrance_TurtleRock_step6
Overworld_EntranceSequence_Func3_6 AnimateEntrance_TurtleRock_step7
Overworld_EntranceSequence_Func3_7 AnimateEntrance_TurtleRock_step8
EntranceSequence_Finish OverworldEntrance_PlayJingle
TurtleRockEntrance_Draw1 OverworldEntrance_DrawManyTR
GanonTowerEntrance_Main Overworld_AnimateEntrance_GanonsTower
Overworld_EntranceSequence_Func4_0 AnimateEntrance_GanonsTower_step01
Overworld_EntranceSequence_Func4_2 AnimateEntrance_GanonsTower_step02
EntranceSequence_Reset OverworldEntrance_AdvanceAndBoom
Overworld_EntranceSequence_Func4_3 AnimateEntrance_GanonsTower_step03
Overworld_EntranceSequence_Func4_4 AnimateEntrance_GanonsTower_step04
Overworld_EntranceSequence_Func4_5 AnimateEntrance_GanonsTower_step05
Overworld_EntranceSequence_Func4_6 AnimateEntrance_GanonsTower_step06
Overworld_EntranceSequence_Func4_7 AnimateEntrance_GanonsTower_step07
Overworld_EntranceSequence_Func4_8 AnimateEntrance_GanonsTower_step08
Overworld_EntranceSequence_Func4_9 AnimateEntrance_GanonsTower_step09
Overworld_EntranceSequence_Func4_10 AnimateEntrance_GanonsTower_step10
Overworld_EntranceSequence_Func4_11 AnimateEntrance_GanonsTower_step11
Overworld_EntranceSequence_Func4_12 AnimateEntrance_GanonsTower_step12
Palette_SpriteAux3 Palette_Load_SpritePal0Left
Palette_MainSpr Palette_Load_SpriteMain
Palette_SpriteAux1 Palette_Load_SpriteAux1
Palette_SpriteAux2 Palette_Load_SpriteAux2
Palette_Sword Palette_Load_Sword
Palette_Shield Palette_Load_Shield
Palette_Unused UNREACHABLE_1BED4F
Palette_MiscSprite Palette_Load_SpriteEnvironment
Palette_MiscSprite_Indoors Palette_Load_SpriteEnvironment_Dungeon
Palette_PalaceMapSpr Palette_Load_DungeonMapSprite
Palette_ArmorAndGloves Palette_Load_LinkArmorAndGloves
Palette_PalaceMapBg Palette_Load_DungeonMapBG
Palette_Hud Palette_Load_HUD
Palette_DungBgMain Palette_Load_DungeonSet
Palette_OverworldBgAux3 Palette_Load_OWBG3
Palette_OverworldBgMain Palette_Load_OWBGMain
Palette_OverworldBgAux1 Palette_Load_OWBG1
Palette_OverworldBgAux2 Palette_Load_OWBG2
Palette_SingleLoad Palette_LoadSingle
Palette_MultiLoad Palette_LoadMultiple
Palette_ArbitraryLoad Palette_LoadMultiple_Arbitrary
Palette_SelectScreen Palette_LoadForFileSelect
Palette_SelectScreenArmor Palette_LoadForFileSelect_Armor
Palette_SelectScreenSword Palette_LoadForFileSelect_Sword
Palette_SelectScreenShield Palette_LoadForFileSelect_Shield
Palette_AgahnimClones Palette_LoadAgahnim
Sprite_ApplyConveyorAdjustment Sprite_ApplyConveyor
Ancilla_CreateDeflectedArrow Sprite_CreateDeflectedArrow
Sprite_Landmine Sprite_D4_Landmine
Sprite_Stal Sprite_D3_Stal
Sprite_Fish Sprite_D2_FloppingFish
Fish_Wriggle FloppingFish_WriggleInHands
Fish_PauseBeforeLeap FloppingFish_PrepareLeap
Sprite_SpawnSmallWaterSplash Sprite_FloppingFish_SpawnSplash
Fish_Leaping FloppingFish_Leap
Fish_PreliminaryDeepWaterCheck FloppingFish_CheckForWaterInit
Fish_FlopAround FloppingFish_Flop
sub_9D847E DontDrawFloppingFish
Sprite_ChimneyAndRabbitBeam Sprite_D1_BunnyBeam
Sprite_RabbitBeam Sprite_BunnyBeam
Sprite_Lynel Sprite_D0_Lynel
Lynel_TargetPlayer Lynel_TargetLink
Lynel_Attack Lynel_Fire
Trident_PlaySfx SwishEvery16Frames
Sprite_Trident Sprite_GanonTrident
Sprite_FlameTrailBat Sprite_FireBat_Trailer
FireBat_Common FireBat_Move
Sprite4_Load_16bit_AuxCoord Sprite_AdjustAuxCoords_bank1D
Sprite_FireBat Sprite_FireBat_Launched
FireBat_Func1 GetPositionRelativeToTheGreatOverlordGanon
FireBat_Case0 FireBat_PositionSelfAndAnimateAndPrepareForLaunch
FireBat_Case1 FireBat_PositionSelfAndAnimate
FireBat_Func2 FireBat_Animate
FireBat_Case2 FireBat_LaunchedFlying
Ganon_CheckEntityProximity Ganon_AttemptTridentCatch
Ganon_Initialize SpritePrep_Ganon_PrepareBattle
Ganon_Func5_Math Ganon_HandleFireBatCircle
MathDelay Six_NOP
Ganon_SpawnSomething Ganon_SpawnSpiralBat
Sprite_Ganon Sprite_D6_Ganon
Ganon_State19 Ganon_Phase4_Stunned
Ganon_State17 Ganon_Phase4_Attack
Ganon_ResetSomething Ganon_EnableInvincibility
Ganon_State15 Ganon_Phase3_SmashFloor
Ganon_State16 Ganon_Phase3_DropTiles
Ganon_SpawnOverlord Ganon_SpawnFallingTilesOverlord
Ganon_State12 Ganon_Phase3_FireBats
Ganon_Func1_5 Ganon_SpawnFireBat_trailing
Ganon_State14 Ganon_Phase3_SabotagePB
Ganon_State07 Ganon_Phase2_CircleOfBats
Ganon_State08 Ganon_Phase2_LaunchSpiralBats
Ganon_State09 Ganon_Phase2_Warp
Ganon_State11 Ganon_Phase2_MakePhaseDecision
Ganon_State00 Ganon_Phase1_IntroduceSelf
Ganon_State01 Ganon_Phase1_ThrowTrident
Ganon_Func2 Ganon_Phase1_AnimateTridentSpin
Ganon_State02 Ganon_Phase1_WaitForTrident
Ganon_State03 Ganon_Phase1_MakePhaseDecision
Ganon_SetGfx Ganon_HandleAnimation_Idle
Ganon_State04 Ganon_Phase1_Warp
Ganon_Func3 Ganon_SelectWarpLocation
Ganon_Func4 Ganon_ShakeHead
Ganon_State13 Ganon_Phase3_Warp
Ganon_State05_10_18 Ganon_LookAround
Ganon_State06 Ganon_Phase2_HoldTrident
Swamola_InitSegments SpritePrep_Swamola_InitializeSegments
Sprite_Swamola Sprite_CF_Swamola
Swamola_Ascending Swamola_Ascend
Sprite_AdjustVelTowards Sprite_Swamola_ApproachTargetVelocity
Swamola_WiggleTowardsTarget Swamola_Wiggle
Swamola_PursueTargetCoord Swamola_ProjectVelocityTowardsTarget
Swamola_Descending Swamola_Descend
Sprite_SwamolaRipples Sprite_Swamola_Ripples
Blind_SpawnFromMaidenTagalong Blind_SpawnFromMaiden
Blind_Initialize SpritePrep_Blind_PrepareBattle
Sprite_BlindHead Sprite_Blind_Head
Blind_SpawnExtraHead Blind_SpawnHead
Sprite_BlindEntities Sprite_CE_Blind
Sprite_Blind Sprite_Blind_Blind_Blind
Blind_BehindTheCurtain Blind_Undress
Blind_FireballReprisal Blind_FireballFlurry
BlindHead_SpawnFireball Blind_SpitFireball
Blind_BlindedByTheLight Blind_THELIGHT
Blind_SpawnPoof SpawnBossPoof
Blind_RetreatToBackWall Blind_EscapeLight
Blind_OscillateAlongWall Blind_Shimmy
Blind_SwitchWalls Blind_SwapSides
Blind_WhirlAround Blind_Spin
Blind_AnimateSetGfx Blind_AnimateRobes
TrinexxComponents_InitializeLong Trinexx_Initialize
TrinexxHead_Initialize Trinexx_Initialize_Rock
TrinexxPartA_Initialize Trinexx_Initialize_Fire
Trinexx_StoreCoords Trinexx_CachePosition
Sprite_TrinexxD Sprite_Trinexx_FinalPhase
Sprite_TrinexxD_Case0 Sprite_Trinexx_Phase2_SnekAlongWall
Trinexx_Unused Trinexx_CircleLink
Sprite_TrinexxD_Case1 Sprite_Trinexx_Phase2_SnekAfterLink
Sprite_TrinexxD_CheckDmg Sprite_Trinexx_CheckDamageToFlashingSegment
Sprite_Trinexx Sprite_CB_TrinexxRockHead
Sprite_Trinexx_State0 Trinexx_ChooseNextAction
Sprite_Trinexx_State1 Trinexx_MoveBody
Sprite_Trinexx_State2 Trinexx_PrepareLunge
Sprite_Trinexx_State3 Trinexx_LungeHead
Trinexx_Func3 Trinexx_WagTail
Trinexx_Func2 Trinexx_HandleShellCollision
Trinexx_Draw1 SpriteDraw_TrinexxRockHead
Trinexx_Draw2 SpriteDraw_TrinexxRockHeadAndBody
Sprite_Trinexx_CC Sprite_CC_TrinexxBreath_FireHead
Sprite_Trinexx_CD Sprite_CD_TrinexxBreath_IceHead
Sprite_TrinexxHead Sprite_Sidenexx
Sprite_CC_State4 Sidenexx_Stunned
Sprite_CC_State0 Sidenexx_Dormant
Sprite_CC_State1 Sidenexx_Think
Sprite_CC_State2 Sidenexx_Move
Sprite_CC_State3 Sidenexx_Breathe
Trinexx_Func5 Sidenexx_ExhaleDanger
Trinexx_Func4 Sidenexx_Explode
Sprite_CD_Alt Sprite_TrinexxBreath_ice
Sprite_CC_Alt Sprite_TrinexxBreath_fire
Sprite_CC_SpawnGarnish Sprite_TrinexxFire_AddFireGarnish
SpritePrep_ChainChomp SpritePrep_Chainchomp
Sprite_ChainChomp Sprite_CA_ChainChomp
ChainChomp_State0 ChainChomp_Idle
ChainChomp_State1 ChainChomp_Meander
ChainChomp_State2 ChainChomp_InvertLunge
ChainChomp_MulStuff ChainChomp_MoveChain
ChainChomp_CopyToHist ChainChomp_HandleLeash
Sprite_GanonHelpers Sprite_C9_Tektite
Tektite_Stationary Tektite_Idle
Tektite_Aloft Tektite_Midjump
Tektite_RepeatingHop Tektite_Bouncy
Sprite_BigFaerieOrCloud Sprite_C8_BigFairy
Sprite_FaerieCloud Sprite_FairyCloud
FaerieCloud_SeekPlayer FairyCloud_ApproachLink
FaerieCloud_AwaitFullPlayerHealth FairyCloud_WaitForHeal
FaerieCloud_FadeOut FairyCloud_Dissipate
Sprite_BigFaerie Sprite_BigFairy
BigFaerie_AwaitClosePlayer BigFairy_WaitForLink
BigFaerie_Dormant BigFairy_DoAbsolutelyNothing
Sprite_Hokbok Sprite_C7_Pokey
Hokbok_ResetBounceVelocity Pokey_ResetBounce
Hokbok_Moving Pokey_MoveFaster
Sprite_Medusa Sprite_C5_Medusa
sub_9DC845 Fireball_Configure
Sprite_FireballJunction Sprite_C6_4WayShooter
Sprite_Thief Sprite_C4_Thief
Thief_WatchPlayer Thief_Watching
Thief_ChasePlayer Thief_Chasing
Thief_StealShit Thief_Stealing
Thief_TrackDownBooty Thief_TargetBooty
Thief_AttemptBootyGrab Thief_GrabBooty
Thief_CheckPlayerCollision Thief_CheckCollisionWithLink
Thief_DislodgePlayerItems Thief_SpillItems
Sprite_Gibo Sprite_C3_Gibo
Gibo_ExpelNucleus Gibo_Mitosis
Gibo_DelayPursuit Gibo_Osmosis
Gibo_PursueNucleus Gibo_ConsumeDaughter
Sprite_Boulder Sprite_C2_Boulder
Sprite_DrawLargeShadow SpriteDraw_BigShadow
ChattyAgahnim_SpawnZeldaOnAltar CutsceneAgahnim_SpawnZeldaOnAltar
Sprite_ChattyAgahnim Sprite_C1_CutsceneAgahnim
ChattyAgahnim_Main CutsceneAgahnim_Agahnim
ChattyAgahnim_Problab CutsceneAgahnim_HelloMyNameIs
ChattyAgahnim_LevitateZelda CutsceneAgahnim_LightAsAFeatherStiffAsABoard
ChattyAgahnim_DoTelewarpSpell CutsceneAgahnim_BanishZelda
ChattyAgahnim_CompleteTelewarpSpell CutsceneAgahnim_MadeHerGoPoof
ChattyAgahnim_Epiblab CutsceneAgahnim_Brag
ChattyAgahnim_TeleportTowardCurtains CutsceneAgahnim_HideBehindCurtain
Sprite_SpawnAgahnimAfterImage Sprite_Agahnim_ApplyMotionBlur
ChattyAgahnim_LingerThenTerminate CutsceneAgahnim_ExistNoMore
ChattyAgahnim_DrawTelewarpSpell SpriteDraw_CutsceneAgahnimSpell
Sprite_AltarZelda Sprite_CutsceneAgahnim_Zelda
AltarZelda_DrawWarpEffect SpriteDraw_AltarZeldaWarp
Sprite_GiantMoldormLong Sprite_09_Moldorm
GiantMoldorm_StraightPath Moldorm_Move
GiantMoldorm_SpinningMeander Moldorm_Turn
GiantMoldorm_LungeAtPlayer Moldorm_Charge
GiantMoldorm_DrawHead SpriteDraw_Moldorm_Head
GiantMoldorm_DrawSegment_A SpriteDraw_Moldorm_SegmentA
GiantMoldorm_DrawSegment_B SpriteDraw_Moldorm_SegmentB
GiantMoldorm_DrawSegment_C SpriteDraw_Moldorm_SegmentC
GiantMoldorm_HandleTail Moldorm_HandleTail
GiantMoldorm_DrawTail SpriteDraw_Moldorm_Tail
GiantMoldorm_DrawEyeballs SpriteDraw_Moldorm_Eyeballs
GiantMoldorm_AwaitDeath Moldorm_Explode
Sprite_MakeBossDeathExplosion Sprite_MakeBossExplosion
Sprite_VultureLong Sprite_01_Vulture
Vulture_Dormant Vulture_Perched
Sprite_RavenLong Sprite_00_Raven
Raven_InWait Raven_Perched
Raven_Ascend Raven_Rise
Raven_SetSpriteDir Raven_SetFlip
Raven_FleePlayer Raven_Flee
Vitreous_SpawnSmallerEyesLong Vitreous_SpawnMinions
Sprite_GreatCatfish Sprite_C0_Catfish
Sprite_StandaloneItem Sprite_Catfish_QuakeMedallion
GreatCatfish_Main Catfish_BigFish
GreatCatfish_AwaitSpriteThrownInCircle Catfish_Sleep
GreatCatfish_RumbleBeforeEmergence Catfish_TheRumbling
GreatCatfish_Emerge Catfish_Surface
GreatCatfish_ConversateThenSubmerge Catfish_LeaveMeAlone
GreatCatfish_SpawnSurfacingSplash I_said_no_plop
GreatCatfish_SpawnQuakeMedallion Catfish_RegurgitateMedallion
Sprite_SpawnFlippersItem Sprite_Zora_RegurgitateFlippers
GreatCatfish_SpawnImmediatelyDrownedSprite Catfish_SpawnPlop
Sprite_WaterSplash Sprite_Catfish_SplashOfWater
Sprite_Lightning Sprite_BF_Lightning
Lightning_SpawnFulgurGarnish Lightning_SpawnGarnish
Sprite_Vitreous Sprite_BD_Vitreous
Vitreous_Dormant Vitreous_DunkedInGoo
Vitreous_SpewLightning Vitreous_Lightningening
Vitreous_PursuePlayer Vitreous_Bouncing
Vitreous_SelectVitreolusToActivate Vitreous_SetMinionsForth
Sprite_Vitreolus Sprite_BE_VitreousEye
Sprite_MoveXyz Sprite_MoveXYZ
Filter_MajorWhitenMain HandleScreenFlash
CacheSprite_ExecuteAll ExecuteCachedSprites
CacheSprite_ExecuteSingle UncacheAndExecuteSprite
ArmosCoordinatorLong Overlord19_ArmosCoordinator
ArmosCoordinator_AwaitKnightActivation ArmosCoordinator_WaitForWakeUp
ArmosCoordinator_AwaitKnightsUnderCoercion ArmosCoordinator_CirclePosition
ArmosCoordinator_OrderKnightsToBackWall ArmosCoordinator_LineUp
ArmosCoordinator_CascadeKnightsToFrontWall ArmosCoordinator_ForwardMarch
ArmosCoordinator_RadialContraction ArmosCoordinator_Pinch
ArmosCoordinator_RadialDilation ArmosCoordinator_Spread
ArmosCoordinator_TimedRotateThenTransition ArmosCoordinator_RotateKnights
ArmosCoordinator_AreAllActiveKnightsSubmissive ArmosCoordinator_CheckKnights
ArmosCoordinator_DisableKnights_XY_Coercion ArmosCoordinator_DisableCoercion
Sprite_HelmasaurFireballLong Sprite_70_KingHelmasaurFireball
Sprite_ArmosCrusherLong Sprite_RedArmosCrusher
ArmosCrusher_RetargetPlayer RedArmosCrusher_TargetLink
ArmosCrusher_ApproachTargetCoords RedArmosCrusher_Jump
ArmosCrusher_Hover RedArmosCrusher_Hover
ArmosCrusher_Crush RedArmosCrusher_Slam
Sprite_EvilBarrierLong Sprite_40_LightningGate
Moldorm_Initialize SpritePrep_MiniMoldorm
Sprite_DrawFourAroundOne SpriteDraw_Antfairy
ConvertVelocityToAngle Sprite_ConvertVelocityToAngle
Sprite_TalkingTreeLong Sprite_25_TalkingTree
TalkingTree_Type0 TalkingTree_Mouth
TalkingTree_Type0_State0 TalkingTree_IdleWithBomb
TalkingTree_Type0_State1 TalkingTree_DelayBomb
TalkingTree_Type0_State2 TalkingTree_SpitBomb
TalkingTree_Type0_State3 TalkingTree_IdleWithoutBomb
TalkingTree_Type1 TalkingTree_Eye
TalkingTree_SpawnEyes SpritePrep_TalkingTree_SpawnEyeball
PullForRupees_SpawnRupees RupeePull_SpawnPrize
Sprite_DiggingGameGuy Sprite_D5_DigGameGuy
DiggingGameGuy_Introduction DigGameGuy_Idle
DiggingGameGuy_DoYouWantToPlay DigGameGuy_OfferGame
DiggingGameGuy_MoveOuttaTheWay DigGameGuy_UnblockEntrance
DiggingGameGuy_StartMinigameTimer DigGameGuy_SetTimer
DiggingGameGuy_TerminateMinigame DigGameGuy_Proctor
Shovel_Helper DigGame_SpawnPrize
SpriteBurn_Main SpriteModule_Burn
Sprite_HelmasaurKing Sprite_92_HelmasaurKing
Sprite_HelmasaurKing_Case0 Sprite_HelmasaurKing_DecisionHome
Sprite_HelmasaurKing_Case1 Sprite_HelmasaurKing_WalkToLocation
HelmasaurKing_Func7 HelmasaurKing_HandleMovement
Sprite_HelmasaurKing_Case2 Sprite_HelmasaurKing_DecisionAway
Sprite_HelmasaurKing_Case3 Sprite_HelmasaurKing_WalkBackHome
HelmasaurKing_ReturnFunc6 HelmasaurKing_MaybeFireball
HelmasaurKing_Func3 HelmasaurKing_SwingTail
HelmasaurKing_Func5 HelmasaurKing_CheckMaskDamageFromHammer
HelmasaurKing_Func4 HelmasaurKing_AttemptDamage
HelmasaurKing_Func2 HelmasaurKing_ChipAwayAtMask
HelmasaurKing_Func1 HelmasaurKing_ExplodeMask
HelmasaurKing_SpawnMaskPart HelmasaurKing_SpawnMaskDebris
HelmasaurKing_SpawnFireball HelmasaurKing_SpitFireball
HelmasaurKing_DrawB SpriteDraw_KingHelmasaur_Eyes
HelmasaurKing_DrawC KingHelmasaurMask
HelmasaurKing_RepulseSpark KingHelmasaur_CheckBombDamage
HelmasaurKing_DrawD SpriteDraw_KingHelmasaur_Body
HelmasaurKing_DrawE SpriteDraw_KingHelmasaur_Legs
HelmasaurKing_DrawF SpriteDraw_KingHelmasaur_Mouth
HelmasaurKing_DrawA KingHelmasaur_OperateTail
Sprite3_DivisionDelay NOP8
Sprite_MadBatterBoltLong Sprite3A_MagicBatLightning
Sprite_Pikit Sprite_AA_Pikit
Pikit_SetNextVelocity Pikit_PikNextMovement
Pikit_FinishJumpThenAttack Pikit_LandAndAttack
Pikit_AttemptItemGrab Pikit_Steal
Pikit_PrepThenDraw Pikit_PrepDraw
Sprite_Bomber Sprite_A8_GreenZirro
Bomber_Dodge Zirro_Dodge
Bomber_Hovering Zirro_Idle
Bomber_Moving Zirro_Move
Bomber_SpawnPellet Zirro_DropBomb
Sprite_Stalfos Sprite_A7_Stalfos
Stalfos_Visible Stalfos_Skellington
Sprite_Zazak Sprite_Zazak_Main
Zazak_WalkThenTrackHead StalfosZazak_Walk
Zazak_HaltAndPickNextDirection StalfosZazak_Wait
Zazak_ShootFirePhlegm StalfosZazak_Shoot
Stalfos_ThrowBoneAtPlayer Stalfos_ThrowBone
Sprite_KholdstareShell Sprite_A3_KholdstareShell
IceBallGenerator_SpawnSomething GenerateIceball
Sprite_Kholdstare Sprite_A2_Kholdstare
Kholdstare_Triplicate Kholdstare_Split
nullsub_14 Kholdstare_DoAbsolutelyNothing
Kholdstare_SpawnNebuleGarnish Kholdstare_SpawnPuffCloudGarnish
Sprite_IceBallGenerator Sprite_A4_FallingIce
IceBall_Quadruplicate IceBall_Split
Sprite_Freezor Sprite_A1_Freezor
Freezor_Stasis Freezor_Dormant
Freezor_Awakening Freezor_Waking
Freezor_Moving Freezor_Flailing
Freezor_Melting Freezor_ImMelllltiiiinnnnggggg
Sprite_FluteBoyOstrich Sprite_9E_HauntedGroveOstritch
FluteBoyOstrich_Chillin HauntedGroveOstritch_Idle
FluteBoyOstrich_RunAway HauntedGroveOstritch_Flee
Sprite_FluteBoyRabbit Sprite_9F_HauntedGroveRabbit
